"State","County","Urban","LILATracts_1And10","LowIncomeTracts","PovertyRate","MedianFamilyIncome","lapophalfshare","lalowihalfshare","lakidshalfshare","laseniorshalf","Pop2010","border_flag"
"Alabama","Coosa County",0,0.333333333333333,0.666666666666667,14.0264140442418,46510.6666666667,95.2495112830286,38.6630494086829,19.390625965745,622.672761889933,11539,FALSE
"Alabama","Covington County",0.285714285714286,0.214285714285714,0.571428571428571,19.6986418011837,54289.9285714286,86.2915793413543,35.5671124233082,19.809957988041,437.380716108848,37765,FALSE
"Alabama","Crenshaw County",0,0.333333333333333,0.5,16.1473508706814,54212.1666666667,90.8203995501371,40.3509134678457,21.7051978126767,311.06973369921,13906,FALSE
"Alabama","Cullman County",0.166666666666667,0.0555555555555556,0.277777777777778,15.9882381791931,53786.2777777778,94.5920829337039,38.6573816848297,21.9707686379757,656.726017877826,80406,FALSE
"Alabama","Dale County",0.357142857142857,0.0714285714285714,0.285714285714286,18.0591609161245,56551.7142857143,93.2525288783848,37.366531858712,22.591341463422,450.742143417334,50251,FALSE
"Alabama","Dallas County",0.466666666666667,0.266666666666667,0.8,31.2364184992598,42692.8,82.7500973877436,47.2218784465222,21.101869224799,343.088334118911,43820,FALSE
"Alabama","DeKalb County",0,0,0.714285714285714,21.0484026992525,48581.2857142857,93.5057335625729,44.0914599881877,23.6903025523154,652.452204385013,71109,FALSE
"Alabama","Elmore County",0.266666666666667,0.0666666666666667,0.266666666666667,12.6935836705322,71181.2666666667,94.483271487313,26.4315437915562,22.4538415335275,583.402215754249,79303,FALSE
"Alabama","Escambia County",0.222222222222222,0.333333333333333,0.777777777777778,25.7419798725974,44413.8888888889,89.8005901654251,46.4449145414508,20.1992087620056,578.321766922185,38319,FALSE
"Alabama","Etowah County",0.7,0.3,0.5,21.6042758132712,51122.4333333333,85.0795749720163,36.2981774096433,19.7212717995119,484.906299545932,104430,FALSE
"Alabama","Fayette County",0,0,0.6,20.1010571032939,48849,89.6195603611596,40.3216996772299,19.9007613876849,533.242751100135,17241,FALSE
"Alabama","Franklin County",0.222222222222222,0.222222222222222,0.777777777777778,19.6347391004292,49578.7777777778,85.5287593776435,38.4796642190944,20.4124837958196,443.862986351314,31704,FALSE
"Alabama","Geneva County",0.166666666666667,0.166666666666667,0.5,22.6788008206882,51000.6666666667,86.184240749387,36.0557774361603,19.2370810459935,617.836107696332,26790,FALSE
"Alabama","Greene County",0,0.666666666666667,1,39.2790164568498,30045.3333333333,92.4118240363459,61.2417373239285,22.4379751796523,421.823364539397,9045,FALSE
"Alabama","Hale County",0,0.333333333333333,0.833333333333333,24.6638037496746,47044,94.3825999196508,46.0348170006972,23.0044923518988,330.811809462199,15760,FALSE
"Alabama","Henry County",0.166666666666667,0,0,14.8816657953502,53892.3333333333,94.0832939240348,40.1664710426562,20.7654547555183,471.399596069599,17302,FALSE
"Alabama","Houston County",0.636363636363636,0.136363636363636,0.409090909090909,21.8910984987859,53357.4090909091,73.554735653822,30.8266313321567,17.916523677937,524.529111768336,101547,FALSE
"Alabama","Jackson County",0.181818181818182,0.272727272727273,0.818181818181818,20.8692317209249,48657.3636363636,94.6297734855293,43.6049167011033,21.1589957328945,749.893767172274,53227,FALSE
"Alabama","Jefferson County",0.877300613496933,0.331288343558282,0.539877300613497,19.9096006444102,66529.512345679,80.0848457271711,31.8788262594402,18.8268234654503,431.273078086552,658466,FALSE
"Alabama","Lamar County",0,0,0.666666666666667,20.8467868381495,49775.6666666667,87.8371766591158,39.4220713230193,18.901044636992,802.158528859946,14564,FALSE
"Alabama","Lauderdale County",0.545454545454545,0.181818181818182,0.454545454545455,19.3728214146756,58883.3333333333,84.2492795442464,34.8752442660613,17.5304764264945,604.894981605692,92709,FALSE
"Alabama","Lawrence County",0.111111111111111,0.222222222222222,0.555555555555556,16.90628330184,55221.8888888889,97.153866734559,36.468006892105,22.4815656714157,523.916708320198,34339,FALSE
"Alabama","Lee County",0.814814814814815,0.37037037037037,0.62962962962963,26.6990582089013,64522.88,83.2335775778017,35.3924053970409,18.8356139994171,419.471665150067,140247,FALSE
"Alabama","Limestone County",0.3125,0.1875,0.5,15.2097500311561,66622.625,92.0818763440347,31.5405908016801,21.9890481320341,590.954435516909,82782,FALSE
"Alabama","Lowndes County",0,0.5,1,29.1353460070635,40745.75,98.0563624921356,54.2205167669391,24.2735260067202,395.319755930515,11299,FALSE
"Alabama","Macon County",0.5,0.583333333333333,0.833333333333333,26.139002419245,49266.7272727273,94.4716325922864,48.0184603287657,19.5385387324371,236.817193132518,21452,FALSE
"Alabama","Madison County",0.835616438356164,0.232876712328767,0.452054794520548,16.4273240494617,76157.0273972603,80.1061491002733,25.6561076297723,18.5785095490231,451.12853702188,334811,FALSE
"Alabama","Marengo County",0.166666666666667,0.666666666666667,0.833333333333333,23.3568192832674,50807.8333333333,86.0609181917708,42.8283924254761,20.7557000673937,488.314033251957,21027,FALSE
"Alabama","Marion County",0,0,0.75,17.2432031963143,47207.625,91.0752252470583,41.2640370651692,20.1861214209221,615.312803083931,30776,FALSE
"Alabama","Marshall County",0.444444444444444,0.333333333333333,0.611111111111111,21.2292763809207,54459.2222222222,86.1525862532289,36.6615731438941,21.2837196938627,656.722245039997,93019,FALSE
"Alabama","Mobile County",0.807017543859649,0.184210526315789,0.535087719298246,23.4049339232826,54888.7053571429,75.2964036905697,33.9088293682708,18.9174330716659,360.950819329844,412992,FALSE
"Alabama","Monroe County",0,0.428571428571429,1,33.9411734612372,42242.7142857143,94.9164595081284,53.8434097498702,23.6571380206171,458.321701580859,23068,FALSE
"Alabama","Montgomery County",0.815384615384615,0.276923076923077,0.584615384615385,22.3960398796799,60741.9692307692,82.1893978141778,35.1388724228384,20.1998678510603,320.781778562093,229363,FALSE
"Alabama","Morgan County",0.62962962962963,0.111111111111111,0.222222222222222,16.2091443721914,61559.1481481481,86.0908650828301,31.6955801983274,20.6469469669037,528.069830250008,119490,FALSE
"Alabama","Perry County",0,1,1,40.1376081905836,29469,99.1733176831213,66.9945589339192,22.7027221083419,578.56655764883,10591,FALSE
"Alabama","Pickens County",0,0,0.8,23.9961116528968,52387.4,91.6626876921097,42.8813969436513,20.6504396746302,593.478430980083,19746,FALSE
"Alabama","Pike County",0.25,0.125,0.625,24.2988452324583,51037.5,90.7091877430859,43.0250996534784,19.4228865534972,437.146337818056,32899,FALSE
"Alabama","Randolph County",0.166666666666667,0.333333333333333,0.5,18.2401277051531,50879.8333333333,92.5757481204676,38.9360777879113,21.9436060811284,577.172122872812,22913,FALSE
"Alabama","Russell County",0.615384615384615,0.153846153846154,0.538461538461538,22.5621641848958,48701.2307692308,74.0329235487823,32.3179861875581,17.4897840793591,415.803374914407,52947,FALSE
"Alabama","Shelby County",0.604166666666667,0.0208333333333333,0.145833333333333,9.50673967759772,90509.0425531915,87.985678172524,19.5196841346388,21.7165803626798,383.538251162056,195085,FALSE
"Alabama","St. Clair County",0.153846153846154,0,0.461538461538462,14.2945586738342,63409.5384615385,94.7929482329765,32.0372586140386,22.1828707288739,792.949249409935,83593,FALSE
"Alabama","Sumter County",0,0.25,1,29.4112647331778,45447.25,90.3946228428855,54.6471207528002,20.5360867888339,455.82069233036,13763,FALSE
"Alabama","Talladega County",0.409090909090909,0.227272727272727,0.590909090909091,20.9247592673085,50235.5909090909,89.949980516464,41.0172200886402,20.4681391470947,471.888520273622,82291,FALSE
"Alabama","Tallapoosa County",0.1,0.1,0.6,20.6867783017589,52961.9,93.8563205487176,39.501911358601,20.0939830747848,666.254479596366,41616,FALSE
"Alabama","Tuscaloosa County",0.702127659574468,0.0851063829787234,0.468085106382979,21.2192395845154,65771.0652173913,76.1276331629691,28.3960293316335,17.1933187848937,352.383301155764,194656,FALSE
"Alabama","Walker County",0.111111111111111,0.111111111111111,0.833333333333333,19.8399052221993,54000.6111111111,92.4614412560423,40.0200023182506,20.939040307032,536.801389963766,67023,FALSE
"Alabama","Washington County",0,0.2,0.4,19.665946209981,52194.6,97.2992068359172,42.3562122746661,24.6132514642093,500.78059655972,17581,FALSE
"Alabama","Wilcox County",0,0.75,1,34.7604234596123,36813,99.5617968028894,59.307305227673,26.5948666915614,434.546825155206,11670,FALSE
"Alabama","Winston County",0,0.142857142857143,0.571428571428571,16.2486847846609,49222.5714285714,91.8114191593532,41.3938698099136,19.5515399656852,545.718950857271,24484,FALSE
"Alaska","Aleutians East Borough",0,0,0,15.3733528550512,77941,96.8319600644756,34.4092023828812,11.4478646839715,151.048868546891,3141,FALSE
"Alaska","Aleutians West Census Area",0,0.5,0.5,11.8845466368769,79297,88.6744659863449,28.3685878940963,13.1608397755693,83.8715057109571,5561,FALSE
"Alaska","Anchorage Municipality",0.945454545454545,0.0909090909090909,0.309090909090909,9.56002757197059,99590.4181818182,72.9406088785578,14.491847747413,18.0526497727902,269.631987345055,291826,FALSE
"Alaska","Bethel Census Area",0.333333333333333,0.666666666666667,0.666666666666667,25.7735371926648,58649,88.5525574731838,47.1087058518485,31.9725147508476,298.795879247565,17013,FALSE
"Alaska","Bristol Bay Borough",0,0,0,5.79374275782155,98472,99.9650761736195,20.4014910027862,22.5618826268863,82.9668393869049,997,FALSE
"Alaska","Denali Borough",0,0,0,16.9499310978411,102500,100.000000741717,33.1009328860011,22.5082148115063,137.000000066914,1826,FALSE
"Alaska","Dillingham Census Area",0,0.5,0.5,16.8281422314674,61640,92.9848773869361,42.2283887978855,31.3395552188862,162.994502286309,4847,FALSE
"Alaska","Fairbanks North Star Borough",0.684210526315789,0.105263157894737,0.263157894736842,8.65596219365913,86370.3684210526,85.0310662222847,20.0754402066356,21.9098684829725,284.478083700975,97581,FALSE
"Alaska","Haines Borough",0,0,0,9.03590157321501,76719,76.5503272022563,24.2437593837983,15.5002875477562,239.730756768255,2508,FALSE
"Alaska","Hoonah-Angoon Census Area",0,0.5,0.5,11.2054355372238,63672,99.9999997952527,29.5848826590826,17.3440902775316,143.999999518342,2150,FALSE
"Alaska","Juneau City and Borough",0.333333333333333,0,0,8.54928232510783,111953.5,78.0770848939435,12.5632500315483,18.7782282013511,328.14137425768,31275,FALSE
"Alaska","Kenai Peninsula Borough",0.0769230769230769,0.230769230769231,0.230769230769231,12.6783929981827,81176.3846153846,95.4045563713901,29.2775794934816,21.2931756914243,444.380647650968,55400,FALSE
"Alaska","Ketchikan Gateway Borough",0.5,0,0.25,10.375973319453,85370.5,67.6194804544261,15.866788782463,16.1391054467073,175.626744712874,13477,FALSE
"Alaska","Kodiak Island Borough",0.6,0,0,10.0530450579058,87142.2,92.5899058779019,22.8566366103038,26.1173049890954,152.359903748123,13592,FALSE
"Alaska","Kusilvak Census Area",0,0,1,40.4516445753559,35354,78.4954228116692,57.5379222464693,32.890851490427,325.668248284931,7459,FALSE
"Alaska","Lake and Peninsula Borough",0,1,1,15.8857979502196,48984,99.9999995955032,41.6047703181181,30.1655424557353,126.999999296482,1631,FALSE
"Alaska","Matanuska-Susitna Borough",0.291666666666667,0.291666666666667,0.375,11.9917218451023,85539.25,93.6848435715122,25.7816315557519,25.6209301637541,273.456742124206,88995,FALSE
"Alaska","Nome Census Area",0,0.5,0.5,20.9402719294438,61836,60.6008288118148,30.5740138770448,21.8697847204032,167.788825773678,9492,FALSE
"Alaska","North Slope Borough",0,0.333333333333333,0.333333333333333,9.45290255129124,78490.5,78.3437007900662,19.7699819793306,14.6740656299475,94.9410472996085,9430,FALSE
"Alaska","Northwest Arctic Borough",0.5,0.5,0.5,24.0501882479494,64073,59.6608803673548,35.238037661438,22.0688132486551,124.746224680244,7523,FALSE
"Alaska","Petersburg Borough",0,0,0,8.23565700185071,78482,62.5186587814162,10.9436762967816,14.247766399804,274.15335174732,3815,FALSE
"Alaska","Prince of Wales-Hyder Census Area",0,0.25,0.5,11.3310500185136,66268.3333333333,76.1697696263127,18.518767750456,15.5853122995304,97.7782159121517,5559,FALSE
"Alaska","Sitka City and Borough",1,0,0,7.07259124185151,89518.5,59.1778081459176,11.8978668000609,14.5799295665741,199.372371093434,8881,FALSE
"Alaska","Skagway Municipality",0,0,0,5.31309297912713,84688,16.2759622235261,2.85678654391611,2.49798609683021,13.093630040017,968,FALSE
"Alaska","Southeast Fairbanks Census Area",0,0.5,0.5,13.5011407306581,74283,94.0526439970107,28.753380118448,24.6134310282722,317.215952112996,7029,FALSE
"Alaska","Valdez-Cordova Census Area",0,0,0,8.64894681504,95361.6666666667,74.5936671230396,21.2752255830014,18.1168225645968,202.28807170646,9636,FALSE
"Alaska","Wrangell City and Borough",0,1,1,7.79537149817296,71923,53.6132925346046,13.9317622250651,10.8889656107,199.665647092624,2369,FALSE
"Alaska","Yakutat City and Borough",0,0,0,6.67634252539913,75833,81.7474784231235,30.3735191293191,21.0562964871202,49.8930831109752,662,FALSE
"Alaska","Yukon-Koyukuk Census Area",0,1,1,25.8933573425558,49449.75,93.0129789416877,45.4741204465916,25.8041509089364,133.04957376958,5588,FALSE
"Arizona","Apache County",0.0625,0.625,0.8125,34.9567325100503,40798.75,95.1998961158969,58.6679107058257,30.2100731389031,489.385494251027,71518,FALSE
"Arizona","Cochise County",0.5625,0.46875,0.6875,18.5516243467259,54899.625,86.5117715742561,34.9747060775759,19.8094361320759,622.715143254133,131346,TRUE
"Arizona","Coconino County",0.607142857142857,0.285714285714286,0.428571428571429,20.2686754451689,69438,76.9062388006081,29.0071961270802,19.314010064305,354.541444436935,134421,FALSE
"Arizona","Gila County",0.375,0.375,0.75,21.6567601552839,48177.1875,88.3368404007257,40.1554818903593,18.0042404299616,672.393268187344,53597,FALSE
"Arizona","Graham County",0.444444444444444,0.222222222222222,0.444444444444444,21.2383827836811,60359.1111111111,93.786802920973,38.6969660987365,26.0075469748175,437.95149480531,37220,TRUE
"Arizona","Greenlee County",0.333333333333333,0,0.333333333333333,12.7166325722346,63641,78.8217559264131,32.0118667219248,21.6605510229039,330.111480432753,8437,TRUE
"Arizona","La Paz County",0.125,0.5,0.625,18.224772951003,47722.2857142857,93.9926845145418,43.6065486576854,14.6989149393897,818.000808298732,20489,TRUE
"Arizona","Maricopa County",0.957283680175246,0.106243154435926,0.36473165388828,15.0971383211777,76951.6766334441,67.6969226975848,20.8390209273716,17.3315580581893,358.061975976381,3817117,TRUE
"Arizona","Mohave County",0.674418604651163,0.465116279069767,0.627906976744186,18.4100635074378,51915.0465116279,86.4651172766738,37.3854814316945,16.7338034149347,964.101047271779,200186,FALSE
"Arizona","Navajo County",0.258064516129032,0.612903225806452,0.741935483870968,28.4836013780619,46365.3548387097,91.2459358726176,48.8198677393033,26.6931455085532,412.963151251763,107449,FALSE
"Arizona","Pima County",0.879668049792531,0.120331950207469,0.435684647302905,17.811861016703,66231.6666666667,72.087848553816,25.1266900290264,15.9335276648402,472.655875046522,980263,TRUE
"Arizona","Pinal County",0.666666666666667,0.253333333333333,0.453333333333333,16.3831862220085,60553.7866666667,87.4508320433886,30.7704578319149,22.0902068809225,619.238117466757,375770,TRUE
"Arizona","Santa Cruz County",0.7,0.4,0.8,27.0237726310108,41557.8,81.9742879883637,44.0310355103449,23.8784904226634,498.888359944567,47420,TRUE
"Arizona","Yavapai County",0.523809523809524,0.261904761904762,0.333333333333333,14.515328755672,61611.5238095238,86.4469829534975,30.0130919587804,16.2010242095343,1055.90611788911,211033,FALSE
"Arizona","Yuma County",0.792452830188679,0.245283018867925,0.716981132075472,19.702587605656,50844.9807692308,71.9104724275645,31.0045864179679,18.2137655067896,426.198419594451,195751,TRUE
"Arkansas","Arkansas County",0.5,0.25,0.25,18.7228080437285,54667,90.7139854476586,37.7493742658894,20.0802239791285,344.20106158044,19019,FALSE
"Arkansas","Ashley County",0.285714285714286,0.285714285714286,0.428571428571429,18.5273989537967,51288,91.7462504499524,40.8735580449676,21.935752746794,444.391044398954,21853,FALSE
"Arkansas","Baxter County",0.333333333333333,0,0.222222222222222,14.1100073092109,50951.3333333333,89.1453030881543,33.322295873602,15.6297794871685,1187.83033709573,41513,FALSE
"Arkansas","Benton County",0.612244897959184,0.0816326530612245,0.163265306122449,10.4956988128766,77413.8979591837,85.0824308029643,24.0236313852214,23.1482036101469,474.009972469371,221339,FALSE
"Arkansas","Boone County",0.285714285714286,0.285714285714286,0.428571428571429,15.9593491817289,48718.8571428571,83.2456262494139,33.5855448008631,19.3257267549354,813.527185602132,36903,FALSE
"Arkansas","Bradley County",0,0.2,0.8,23.928999486206,52292,79.8604742968935,37.5091965242198,18.3751419122894,330.537764351914,11508,FALSE
"Arkansas","Calhoun County",0,0,0,15.2376589884024,57847,99.9999998902589,40.6024972748097,20.5652188185597,461.499998847174,5368,FALSE
"Arkansas","Carroll County",0.2,0,0,15.2128868849742,54163.4,88.7265726836856,36.0082011400377,18.685181780655,924.752475488732,27446,FALSE
"Arkansas","Chicot County",0.5,0.5,1,29.8448709255796,41166.5,80.6903205908778,42.3567195421066,18.213870399792,466.014014450389,11800,FALSE
"Arkansas","Clark County",0.4,0.2,0.6,20.1585343125077,56093,81.1562797100152,34.8848201460998,15.9193659835409,551.072359659494,22995,FALSE
"Arkansas","Clay County",0.333333333333333,0.166666666666667,0.666666666666667,21.5831290464498,44973.8333333333,86.3926717534252,38.9390186659711,19.0003668067708,454.390822767676,16083,FALSE
"Arkansas","Cleburne County",0.142857142857143,0,0.142857142857143,13.7993932105192,54239.5714285714,91.7832529855284,32.9977610490826,17.550413222328,789.57312532945,25970,FALSE
"Arkansas","Cleveland County",0,0.5,0.5,19.466624804793,52243.5,91.87611072923,37.550760766555,22.2337682844829,636.67553376666,8689,FALSE
"Arkansas","Columbia County",0.4,0.6,0.8,25.7241144086987,49356.8,83.2010047914615,38.1047577828684,18.9954397285363,665.852803741514,24552,FALSE
"Arkansas","Conway County",0.333333333333333,0.333333333333333,0.333333333333333,16.9369089747001,54227,89.7071461873375,36.4229227528594,21.5121500182447,520.251209336556,21273,FALSE
"Arkansas","Craighead County",0.647058823529412,0.176470588235294,0.411764705882353,20.1820665458419,56062.7058823529,76.3461406302913,34.2355234898564,19.5049770495192,487.275982369599,96443,FALSE
"Arkansas","Crawford County",0.545454545454545,0.181818181818182,0.181818181818182,16.5164029478938,54413.8181818182,92.4038042919707,38.2285935758453,24.294196350491,687.589653077859,61948,FALSE
"Arkansas","Crittenden County",0.7,0.25,0.7,24.1554724816307,50433.15,79.4567288350349,40.5081210577867,23.0576418432696,213.177867155989,50902,FALSE
"Arkansas","Cross County",0.333333333333333,0.333333333333333,0.333333333333333,17.2953841885141,52340,89.5249848378864,39.0971215935205,21.9415135040156,380.613485053002,17870,FALSE
"Arkansas","Dallas County",0.333333333333333,0.333333333333333,0.333333333333333,14.0495471031738,49106,90.9648877584299,41.0656996587376,20.2914563619251,389.8455429252,8116,FALSE
"Arkansas","Desha County",0.4,0.6,0.8,30.7618400881984,39538.2,91.342909794668,52.207210100221,23.6219128138579,326.03194934178,13008,FALSE
"Arkansas","Drew County",0.2,0.2,0.6,21.5992831654884,57089.4,86.3463717905945,33.5827416086642,20.7726701736703,457.309043070794,18509,FALSE
"Arkansas","Faulkner County",0.6,0.16,0.32,18.0667417650768,66316.48,86.6593860396084,32.2074757740919,20.8904317782627,394.368971659416,113237,FALSE
"Arkansas","Franklin County",0,0.333333333333333,0.666666666666667,21.7559528969936,49272.3333333333,92.3760323600279,40.5143175822295,22.1502550413039,898.618076394527,18125,FALSE
"Arkansas","Fulton County",0,0.5,1,23.9737359678088,42402.5,94.5087996719865,47.0268652143746,19.856594637429,1295.68915968138,12245,FALSE
"Arkansas","Garland County",0.65,0.25,0.55,21.6114422036859,52255.3,86.0988336087762,37.534557525145,17.7882469284747,891.984204589691,96024,FALSE
"Arkansas","Grant County",0.5,0,0,15.0934838024696,62230.25,92.6755817778559,32.4917677615064,22.2111045962826,593.164458511387,17853,FALSE
"Arkansas","Greene County",0.444444444444444,0,0.222222222222222,17.5126208519941,55590.1111111111,89.4368005599268,34.8074043374507,22.5648223703959,590.467859716463,42090,FALSE
"Arkansas","Hempstead County",0.4,0.4,0.4,23.6313691649771,49583.4,93.021696267956,42.8343039651779,23.2233283156877,645.03122229733,22609,FALSE
"Arkansas","Hot Spring County",0.428571428571429,0.285714285714286,0.285714285714286,17.6969133467869,50382.7142857143,92.3156650858936,38.5831001866977,21.2303892458037,691.974799435755,32923,FALSE
"Arkansas","Howard County",0.333333333333333,0.333333333333333,0.333333333333333,19.1310040718763,48521.3333333333,91.693967615807,42.007014492481,23.5707349973195,656.988956251734,13789,FALSE
"Arkansas","Independence County",0.125,0.25,0.25,17.5279886256767,54804.875,90.2015553816667,37.3368925964638,22.0008357224657,635.692558694606,36647,FALSE
"Arkansas","Izard County",0,0,0.25,16.6999504908105,49650.25,95.530994184533,40.1684353607216,17.7131832035177,756.326535186948,13696,FALSE
"Arkansas","Jackson County",0.4,0.6,0.6,22.9934823317148,43637.4,87.8487770251054,44.8562877206919,18.7170649692757,484.777973922126,17997,FALSE
"Arkansas","Jefferson County",0.666666666666667,0.333333333333333,0.708333333333333,24.5265851456981,46404.347826087,84.9744587554928,40.4652676257382,19.221271650838,374.534275177404,77435,FALSE
"Arkansas","Johnson County",0.5,0.666666666666667,0.833333333333333,21.6454667236085,43415.3333333333,88.0676110340408,44.4976575485934,22.278439670646,573.848085716041,25540,FALSE
"Arkansas","Lafayette County",0,0.5,1,22.5090360585933,45748.5,93.3494850523387,46.4499606426568,21.3465549257807,677.6035530031,7645,FALSE
"Arkansas","Lawrence County",0.333333333333333,0.333333333333333,0.333333333333333,17.9222795989413,49051.5,87.2224977844804,37.8325347877209,20.261034046026,421.955966105384,17415,FALSE
"Arkansas","Lee County",0.25,0.5,0.75,24.4842158190799,42607.25,95.5856754028446,47.7320220920918,17.9251142886689,381.084493492929,10424,FALSE
"Arkansas","Lincoln County",0,0.25,0.25,18.9389623426602,55705,97.8699338620228,45.2660619093963,20.9100802201347,422.869442772455,14134,FALSE
"Arkansas","Little River County",0,0,0,15.9343938714904,58380.5,92.5460578267613,37.7445683944231,22.0544005561122,521.483549929562,13171,FALSE
"Arkansas","Logan County",0.333333333333333,0.333333333333333,0.5,21.1685870120228,45872,90.9807124388271,42.885738908031,22.419797993156,558.378793498687,22353,FALSE
"Arkansas","Lonoke County",0.375,0.0625,0.1875,13.0190083293276,64694.625,88.688002529562,28.8504506609625,24.1148212020706,408.522219659113,68356,FALSE
"Arkansas","Madison County",0,0.5,0.75,17.3753208401665,52282.5,89.1748447205272,38.939992786986,21.1006125642499,539.430271469801,15717,FALSE
"Arkansas","Marion County",0,0.25,0.75,21.8853624888989,45693.25,90.3517455462145,43.1427612436423,16.4562194798244,899.166801236269,16653,FALSE
"Arkansas","Miller County",0.75,0.166666666666667,0.5,22.9394196582365,51403.5,89.9958647953745,38.8350482284454,22.2153394694191,458.999846390866,43462,FALSE
"Arkansas","Mississippi County",0.5,0.25,0.666666666666667,25.9439700870322,44685.75,78.6971896623487,39.5408165003913,22.0651077658583,376.166761607384,46480,FALSE
"Arkansas","Monroe County",0.333333333333333,0.333333333333333,0.666666666666667,26.5071813094613,49123.6666666667,79.2149351448842,38.6567157758846,17.9704815639943,416.495857755465,8149,FALSE
"Arkansas","Montgomery County",0,0.666666666666667,0.666666666666667,18.7985999471338,45767.6666666667,95.9723254750418,42.9905683051892,20.083422063876,661.534602874071,9487,FALSE
"Arkansas","Nevada County",0.333333333333333,1,1,25.4219762793298,42920.6666666667,94.1161598949793,47.1005870773616,21.319826542298,479.099860539768,8997,FALSE
"Arkansas","Newton County",0,0,0,14.2558217283893,52834,98.951372587168,41.5123106739548,20.7923393817407,820.952212366205,8330,FALSE
"Arkansas","Ouachita County",0.5,0.666666666666667,0.666666666666667,24.034770207559,47284.1666666667,87.6734055239547,42.4200841445969,20.0636601766581,656.579316921196,26120,FALSE
"Arkansas","Perry County",0,0,0.666666666666667,16.7033959894462,55241,94.4540396322322,36.9871922802718,21.5995337603765,554.445765513273,10445,FALSE
"Arkansas","Phillips County",0.333333333333333,0.5,0.833333333333333,34.7653882275831,37381.6666666667,95.1464447359786,53.8234596315391,26.7959386585669,508.888697094424,21757,FALSE
"Arkansas","Pike County",0,0.333333333333333,0.666666666666667,15.6604211325826,50073.6666666667,86.0307765535646,38.6673268856974,20.9300905472433,519.745455773688,11291,FALSE
"Arkansas","Poinsett County",0.285714285714286,0.142857142857143,0.571428571428571,22.6699058904536,42442.4285714286,86.475994687183,42.3594507015133,20.7447974903546,443.595011995811,24583,FALSE
"Arkansas","Polk County",0,0.5,0.833333333333333,24.3835512738052,44922.6666666667,91.6643422229322,46.7695887364328,22.5548161276358,580.22079212577,20662,FALSE
